date,title,cPOS
2019.06.16,"{'프로야구, 기아 타이거즈 2연패, 안치홍 부상 교체', '[스포츠타임 현장] 롯데 나종덕, KIA전 시즌 마수걸이 홈런', ""[SC현장속보]'시즌 첫 대체 선발' KIA 이민우, 롯데전 3이닝 4실점 부진"", '‘장시환, 폭투 10개 전체 1위’ KIA 아닌 제구력과의 싸움', ""'손아섭 3타점' 롯데, KIA 꺾고 2연승"", '[SC현장속보]롯데 장시환, 올 시즌 최다이닝 소화…KIA전 6⅓이닝 2실점 호투', ""[SC핫포커스]'3연승→3연패' KIA 터너, 이런 모습으로는 내년 재계약 어렵다"", ""[SC핫포커스]'선취득점'이 필요해! KIA, 박흥식 대행체제 이후 '선취득점=12승..."", ""'장시환 3승-손아섭 4안타' 롯데, KIA 꺾고 2연승 반등"", 'KIA 터너, 연속 3연패… 유이한 5점대 평균자책점', '[SC현장속보]악재가 겹친다! KIA 안치홍, 2회 자신이 친 타구에 맞고 교체'}",0
2019.06.17,"{'키움, 하위권 제물로 3위 도약 도전…LG는 삼성·KIA 상대로 수성,', 'KIA·두산과 릴레이 승부 김광현 시즌 8승 달성 관심', ""기아타이거즈 치어리더 출신 김맑음, 세월 비껴간 미모 뽐내…''맑음쓰데이''"", '‘롯데, 올스타전 투표마저 꼴찌’ KIA·한화·두산 1위 없어', ""[SC프리뷰]'완벽 부활' KIA 에이스 양현종 파죽의 6연승 가능성은? 언더스로에..."", ""KIA, 강팀과 6연전… '리빌딩'·'순위 싸움' 기로"", 'KIA, 상위팀 상대 ‘험로’...위기의 일주일', ""[SC핫포커스]상위권 팀 도장깨기! '리빌딩 예고' KIA 6월 마지막 승부처 버텨..."", '[SC핫포커스]전반기 지나야 볼 수 있는 KIA 한승혁-임기영-김기훈, 1군 콜업 ...'}",0
2019.06.18,"{'""기아·한화팬 모여라""... 슈펜, 프로야구 구단 이색 콜라보 상품 출시', 'KIA, SK전 4-2 역전승', '기아 꽃범호, 19년 정든 그라운드 떠난다', 'KIA 이범호, 은퇴 선언…""향후 지도자로서 후배들과 함께하고파""', '양현종 6연승+최형우 역전스리런...KIA, 선두 SK 제압 [현장 리뷰]', ""'5이닝 4실점' 박종훈, KIA 타선에 뭇매…시즌 4패 위기"", 'KIA 박흥식 감독대행 ""22일 LG전 선발 차명진 고려""', 'KIA, 선두 SK 잡고 2연패 탈출···키움, KT 누르고 4연승(종합)', 'KIA 이범호, 은퇴 선언 ""고민 끝에 결심…지도자 길 걷고파""', '[현장직캠]기아챔피언스필드를 찾아온 요식업계 떠오르는 강자', ""올스타 팬투표 '함께' 외면받는 KIA-롯데, 팀성적 탓?"", 'KIA 이범호 현역 은퇴', 'KIA 타이거즈 이범호 은퇴···“지도자로 후배들과 멋진 야구할 것”', 'KIA 상위팀 도장깨기? 양현종 어깨에 달려있다', ""'양현종 7승+최형우 홈런' KIA, SK에 역전승"", 'KIA 타이거즈 이범호 은퇴', ""KIA 양현종·0C 양의지, 5월 '쉘힐릭스플레이어' 수상"", '[프리뷰]양현종, KIA 재도약 이끌까', 'KIA, 양현종 호투+최형우 스리런 홈런… 역전승', 'KIA 양현종 7이닝 2실점 시즌 7승', '슈펜, 한화이글스·기아타이거즈와 컬래버 제품 선봬', '굿바이 꽃범호! KIA 이범호 전격 은퇴 선언', 'KIA 이범호 은퇴, 또 한 명의 베테랑 그라운드 떠난다…친정팀 한화전서 은퇴...', 'KIA ""1번 약점…출루머신이 필요해""', '이범호, 20년 정든 그라운드 떠난다...KIA 은퇴 공식발표[오피셜]', '[스포츠 이슈] KIA 이범호 은퇴...KBO 통산 기록은?', '[견제구] 반등세 꺾인 KIA, 터커 효과는 없다?', ""'아쉬운 피홈런' SK 박종훈, KIA전 5이닝 4실점"", 'KIA 차명진 21일 LG전 복귀...SK 산체스 대신 이승진 출격 [현장 S0S]', ""'6G 6QS 6승' KIA 양현종, 에이스 질주 거침없다"", '양현종 7승, 프로야구 기아 타이거즈 4-2 승...이범호 은퇴', 'KIA 문경찬 “관중석에 제 유니폼이 보여요”'}",1
2019.06.19,"{""'스리런 허용' KIA 윌랜드, SK전 6이닝 5실점 교체"", '1점 추격하는 KIA 백용환', '박흥식 감독대행의 강조, KIA에 아직 베테랑 힘 필요!', '기아 \'꽃범호\' 이범호 은퇴 선언…""지도자길 걷겠다""', ""'김광현 8승투' SK, KIA 꺾고 선두 질주…2위 두산은 0C 5연패 몰아(종합)"", '만루에 병살타 고개 숙인 KIA 안치홍', ""[프로야구]'김광현 호투+정의윤 홈런' SK, 기아타이거즈에 완승"", '역투하는 KIA 박준표', '반환점 돈 KIA… 전반기 성과와 후반기 과제', '기아타이거즈 이범호, 한화와 은퇴 경기 ""김태균 안아주고 가겠다""', 'KIA 이범호 ""화려하지 않지만, 평범한 선수로 기억되고파""', '역투하는 KIA 윌랜드', ""KIA 김주찬 '아쉽다'"", 'KIA, SK전 패… 윌랜드 6이닝 5실점 뭇매', '기아차 광주전남본부, 무등육아원 초청 야구경기 관람', '역투하는 KIA 김승범', ""'김광현 승리투' SK, KIA에 설욕전…두산 이영하 시즌 9승(종합)"", '윌랜드 6이닝5실점…KIA 1-7 완패', 'KIA 타이거즈 이범호 은퇴 선언', ""[SC인&아웃]KIA 박흥식의 '신무기' 우완투수 김승범 1군 콜업"", ""'피홈런→만루서 병살' KIA, SK에 데미지도 주지 못했다 [★승부처]"", '김광현, 4전 5기 만에 시즌 8승…SK, KIA 제압', ""이범호 은퇴, KIA타이거즈 '꽃'이 남긴 눈부신 기록 [프로야구]"", '양현종 7승, 프로야구 기아 타이거즈 4-2 승...이범호 은퇴', '1대 7 패한 KIA 아쉬운 뒷모습', 'KIA 박흥식 감독대행 ""이범호, 중요한 순간에 투입 가능""'}",0
2019.06.20,"{'KIA 고영창 복귀, 백용환 말소...안치홍 또 선발결장 [현장 S0S]', 'SK, KIA 7-1로 완승....키움 브리검 4승 달성(종합)', ""'굿바이' KIA타이거즈 이범호 은퇴"", ""[프로야구]기아타이거즈, SK에 위닝시리즈 '김선빈 3안타'"", '""KIA 4~5 선발 후보, 김기훈·한승혁도 있소이다""', '[비즈 프리즘] 이글스 슬리퍼·타이거즈 에코백…“이건 사야 해”', ""'김선빈 3안타' KIA, SK 꺾고 위닝시리즈…두산, 0C 제압"", 'LG, KIA와의 홈 3연전서 윤종신 등 승리기원 시구 진행', 'LG트윈스, 21일 KIA전 가수 윤종신 승리 기원 시구', '\'호투\' KIA 홍건희 ""경기 풀어나가는 요령 생긴 것 같다""', '[덕아웃&] ""KIA 김기훈, 기록 좋으면 언제든 콜업 가능""', '타이거즈·수퍼베어즈 공동 1위’', '’대체 외인 성공신화 도전’ KIA 터커 “가능하다면 오랫동안 한국에서 뛰고...', '""진화하고 있다"" KIA 홍건희, 기대 부응한 7이닝 쾌투', '1위 SK에 위닝 시리즈…홍건희 ‘인생투’에 웃은 KIA', '[SC코멘트]KIA 박흥식 감독대행 ""홍건희 최고 피칭. 타자 득점권 집중력 좋았...', '[현장리포트]KIA의 허무하게 끝난 김광현 조기강판 플랜'}",0
2019.06.21,"{'[포토] KIA 박준표, 힘찬 와인드업!', '[프로야구] KIA 안치홍, 주루플레이 과정에서 부상… 류승현 교체', '영점 흔들린 이우찬, KIA 상대 올 시즌 첫 패전 위기', '[포토] KIA 터너, 이 악물고 역투', '이랜드 슈펜, 프로야구 한화·기아 컬래버레이션...한화이글스·기아타이거즈...', '기아 선발투수 터너', '[MD포토] 아쉬운 기아 선수들', '잘 버텨낸 타이거즈 영건 불펜, 9회 마지막 고비 못 넘었다', '떠나는 이범호, 남겨진 김주찬, 타이거즈 베테랑의 노을', '5회 5실점 와르르…LG만 만나면 작아지는 KIA 터너', ""[SC현장리뷰]'이성우 끝내기' LG 3연승…KIA 올 시즌 LG전 전패"", '[포토] KIA 터커의 2타점 적시타!', 'LG의 실수, 타이거즈 대세는 김주찬 아닌 박찬호', '[WH1 Q] LG에 우는 KIA타이거즈 제이콥 터너, 문제는 특색 없는 투심?', '[프로야구 프리뷰] KIA타이거즈 잡는 LG트윈스, 천적 관계 계속될까', '기뻐하는 기아 박찬호'}",1
2019.06.22,"{'KIA 박흥식 대행 ""차명진 호투+야수 집중력 좋았다""', '선두 SK, 이틀 연속 2위 두산 제압…KIA, LG 연승에 제동', ""'차명진 시즌 3승' KIA, LG에 5연패 후 첫 승리"", ""'최형우 투런포' KIA, LG전 5연패 뒤 첫승"", 'KIA 최형우, 류제국 상대 달아나는 투런포 쾅…시즌 12호', '치열한 승부 펼친 LG-KIA... 마지막에 웃은 것은 LG였다', '동료들부터 챙긴 KIA 차명진 ""덕분에 이길 수 있었다""', '타이거즈 베테랑의 데드라인 연장, 박흥식 ""전반기까지 본다""', 'KIA 차명진, 5이닝 5K 1실점…시즌 3승 요건', ""LG, 23일 KIA전 2만5천석 매진... 시즌 3호 '만원 사례'"", '[SC히어로]\'10일 쉬고 싱싱투\' KIA 차명진 ""수비의 도움이 컸다""', '[사진]역투 펼치는 KIA 박준표', 'KIA 박흥식 대행 ""내가 실수를 많이 했다"" 자책', ""[사진]KIA 터커, '방망이로 몸 풀며'"", '기아타이거즈 류세미 치어리더, 미소가 아름다운 셀카 눈길', ""'악재' KIA, 안치홍 중지 부상으로 1군 엔트리 제외"", 'KIA 타이거즈 `내일도 이기자` [MK포토]', '[사진]6회말 마운드 오른 KIA 하준영', '최형우 치고 문경찬 막고, 술술 풀린 타이거즈 야구'}",1
2019.06.23,"{'광주여대, KIA타이거즈 애국가 부르기 이벤트 참여', '[포토] KIA 박찬호의 5안타 새겨진 잠실구장 전광판', ""'양현종 8승·박찬호 5안타' KIA, LG 꺾고 위닝시리즈… 2연승"", '잠실 LG-KIA전, 갑작스러운 폭우로 경기 중단', '[포토] 2연승 KIA, 기분 좋은 승리!', ""'이형종-조셉 제외' LG, KIA전 선발 라인업 변화"", '‘첫 5안타’ KIA 박찬호 “내가 5안타라니..얼떨떨하다” [현장인터뷰]', '[SC현장속보]잠실 KIA-LG전, 우천 중단 후 24분 만에 재개', 'LG-KIA, 3회말 갑작스러운 비로 우천 중단', '[포토] KIA 선발투수 양현종의 역투', 'KIA 드디어 선취점!', ""[사진]KIA,'LG에 위닝시리즈'"", ""'나지완 4번' KIA, LG전 선발 라인업 확정"", '기아차 광주전남본부, 무등육아원 초청 야구경기 관람', ""[프로야구]기아타이거즈, LG 2연승 '양현종 7연승+박찬호 5안타'"", 'KIA 차명진, 선발승 따낸 다음날 1군 말소 이유는?', '[포토] 잠실 LG-KIA 경기, 갑자기 내린 비로 중단', 'KIA 타이거즈 `기분 좋은 승리` [MK포토]', ""'두산 3연전 싹쓸이' SK, 선두 독주···'양현종 8승' KIA, LG에 2연승""}",1
2019.06.24,"{'\'3년 기다린\' KIA 전상현 ""\'인생 구속\', 하루하루가 행복"" [★인터뷰]', '키움, 25일 KIA전 시구자로 6.25전쟁 참전용사 초청', ""기아타이거즈 치어리더 출신 김맑음, 당고머리+오픈숄더로 시원하게…''나는 ..."", '[SC현장리포트]박흥식 KIA 감독대행의 행복한 고민, 서재응 코치 향한 강한 신...', '기아타이거즈, 반등의 실마리 찾았다', '[드래프트] 기아 타이거즈 1차지명, 광주일고 정해영으로 사실상 굳어져', '‘분위기 반전’ KIA, 5위 자리도 넘본다', '탄탄해진 KIA, 의미 있는 상위팀 상대 연속 위닝 시리즈', '""미래 KIA 마무리투수될 것""…1군데뷔 김승범을 보는 박흥식 감독의 믿음', ""'상승세' KIA, 중위권 판도 뒤흔든다"", ""1승7패 뒤 7연승, KIA '반전의 에이스' 양현종"", ""KIA 튼튼해진 토종 마운드 발판삼아 '5강' 가즈~아"", ""기아타이거즈 류세미 치어리더, 기아타이거즈 응원 유니폼 입고 '브이'"", '[SC핫포커스] 삼성-KIA에 약한 한화, 하위권부터 넘어야 반등 보인다', '2위 두산, 올스타 투표는 KIA·한화·롯데와 같은 신세', '최원준 외야 고정이 KIA 주루플레이에 미치는 영향', 'KIA 한승택 키우는 양현종의 칭찬과 경험', '알 깨고 나온 기대주…KIA 마운드에 희망이 자란다', '‘KIA 히트 상품’ 박찬호의 공·수·주를 해부한다 [이종열의 진짜타자]', '주전 빠진 KIA, 원정 9연전 불꽃타로 출발', 'SK, 두산 꺽고 3연전 싹쓸이...KIA 7-0으로 LG 완파(종합)'}",1
2019.06.25,"{""[포토] KIA '내일은 승리한다!'"", '[SC핫포커스]KIA 루키 김기훈 26일 키움전 선발 예고, 임기영도 1군 콜업 가능...', '하위 타선 맹타쇼…키움, KIA 꺾고 2연패 탈출', '안정세 KIA ‘5할 미만 승률=5위’ 공식 재현하나', '[SC현장속보]KIA 윌랜드 시즌 최악투, 키움전 3⅓이닝 7실점 부진', '[포토] 키움, KIA에 7-3 승리!', '[엠스플 현장] ‘26일 선발’ KIA 김기훈 “2군 가서 준비 잘 했습니다”', '‘영원한 캡틴’ 이범호, KIA 임시주장 맡았다!', 'KIA 타이거즈, 5강 진입하나?', '키움, KIA에 7-3 승리...단독 3위 점프', ""나린히 '순위 상승' 노리는 키움 히어로즈-KIA타이거즈"", ""'선두' SK, LG 꺾고 4연승 신바람···키움, KIA 잡고 3위 점프(종합)""}",0
2019.06.26,"{'투런포 터뜨린 기아 김주찬', '기아타이거즈 류세미 치어리더, 상큼한 미소 돋보이는 비주얼 눈길', '기아 이창진 스리런', '9회말 위기 넘기고 승리한 KIA', '볼 회전수 2821번, KIA 김기훈 플라이볼로 데뷔 첫 승 감격', 'KIA, 키움에 13-6 대승', 'KIA 이창진 3점포', ""KIA 이창진, 불꽃 '투구 수 대결'에 기름부은 3점포 폭발"", ""[MD포토] KIA '손쉬운 승리였어'"", 'KIA 박흥식 감독 대행 ""외인 투수 교체 계획 없다""', '기아 김기훈 역투', '2점 더 달아나는 KIA', 'KIA, 어제의 패배를 설욕하기 위해', '‘프로 첫 승’ KIA 김기훈 “노히트, 의식하지 않았다”', ""KIA 김선빈, 투런포 '쾅'"", '승리한 기아 타이거즈', '승리 거둔 KIA', '[SC현장속보]KIA 이창진 시즌 3호포 쾅! 키움 안우진 상대 스리런 홈런', ""'김기훈 데뷔 첫승·타선 폭발' KIA, 키움 13대6으로 제압"", 'KIA 김선빈, 나도 홈런', '기뻐하는 KIA 팬들', 'SK, LG 4연패 몰아넣고 5연승 질주…KIA 신인 김기훈 데뷔 첫 승(종합)', '경기 지켜보는 KIA 박흥식 감독 대행', 'KIA 오늘은 되는 날', 'KIA 이창진 3점 홈런', '첫 선발승 KIA 김기훈', 'KIA 터커 2루타', '김주찬, 시즌 마수걸이 홈런 신고...더 달아나는 KIA', '불붐는 KIA 타선', ""[프로야구]기아타이거즈 김기훈, 반전 드라마 '6⅔이닝 무실점 쾌투'""}",1
2019.06.27,"{'요키시 KIA 상대 6이닝 2실점…승리 무산', '타이거즈 9승2패 ‘단독 선두’…봉황기 쟁탈 0J 한인사회인야구리그', '[포토]4회초 2점홈런 김선빈, KIA 6-0리드', '교체 무의미한 타이거즈 외인, 불펜 전환은 타이밍 싸움', ""'첫 승' 김기훈 제구불안→언터처블 피처, KIA타이거즈 희망 [SQ초점]"", '‘다시 1회’ KIA 김기훈, 대기록 대신 새겼던 마음가짐', '[SC현장속보]키움 에이스 요키시, KIA전 3안타 2실점 호투에도 시즌 8승 불발', '기아타이거즈 임기영, 89일 만에 1군 복귀 ""지금부터 더 중요""', '역투하는 KIA 박준표', 'KIA전 역투하는 안우진[포토]', ""'데뷔 첫 승' KIA 김기훈, 무럭무럭 자라는 차세대 에이스"", '역투하는 KIA 하준영', 'KIA 타이거즈 `역전패에 허탈` [MK포토]', ""'김하성·박병호 홈런포' 키움, KIA 8대2로 꺾고 위닝시리즈 달성"", '키움, KIA 상대로 8대2 승', 'KIA 타이거즈 ‘풍운아’ 김진우 결국 은퇴', 'KIA 타이거즈, 중위권 도약하나?', 'KIA 선수들 앞에서 기쁨의 세리머니', '‘홈런 2방’ 키움, KIA에 위닝시리즈 달성', ""기아타이거즈 류세미 치어리더, 운동복 입은 모습도 '청순'"", '[SC현장속보]KIA 김주찬 좌측 종아리 통증, 선수 보호 위해 유재신으로 교체', ""[사진]KIA, '아쉬운 패배'""}",0
2019.06.28,"{'kt 위즈 `KIA전 9-1 대승` [MK포토]', '타이거즈 대세 박찬호, 박흥식 감독대행 ""반짝하지 않을 것""', ""[프로야구]'16안타 폭발' kt, 기아타이거즈 잡고 3연승 행진"", ""'퐁당퐁당' 쿠에바스, KIA 상대 시즌 6승 도전"", '불붙은 kt 타선, 롯데 이어 KIA도 삼켜', ""키움, 김하성·박병호 '홈런포'…기아 꺾고 3위 지켜"", ""[사진]적시타 로하스, 'KIA 상대로 몰아치자고'"", '‘김주찬 결장’ KIA, 최원준 2번 1B…KT, 라인업 변동無[현장 S0S]', ""기아타이거즈 치어리더 출신 김맑음, 인도 생각나는 의상으로 찰칵…''나마스..."", '[사진]고민 깊은 KIA 박흥식 감독대행', '[사진]역투 펼치는 KIA 홍건희', ""KIA 홍건희, KT전 3.2이닝 5실점 '조기 강판'""}",0
2019.06.29,"{'양현종 조기 교체…변수에 무너진 KIA 불펜', '역전패 당한 KIA `3연패, 죄송합니다` [MK포토]', '6회에 등판한 KIA 하준영 [MK포토]', 'KIA 박흥식 감독 대행 ""홍건희 2군행, 밸런스에 문제 있어""', ""'알칸타라 6승' KT, KIA에 역전승 거두고 4연승 질주"", '[엠스플 현장] KIA 만난 KT, 시즌 최다 관중+역전승+6위 등극 ‘축제’', 'KT, 김민혁 대신 송민섭 리드오프…KIA는 포수 한승택', ""[엑:스코어] '로하스 결승타' KT, KIA 연이틀 꺾고 4연승 질주"", '‘등판=승리’ 양현종, KIA 연패 탈출 노린다', ""[사진]KIA 선발 양현종,'9승 사냥 나선다'"", 'KIA 박흥식 감독대행 “이범호, 7월 2~3일 1군 등록 예상”', ""[사진]KIA 선발 양현종,'로진가루 흩뿌리며 피칭'"", 'KIA 임기영, 일단 불펜 대기... ""상황 따라 선발 투입 고려""', 'KIA 양현종, 8연승 요건 채웠다…5이닝 무실점 후 교체', '[프로야구]기아타이거즈 양현종, 내전근 통증으로 하준영과 교체', '‘부상·불펜 난조’ KIA 양현종, 상승세 끝에 찍은 쉼표', '오선우, 오정환 기아 타이거즈 1군 등록...홍재호 홍건희', 'kt, KIA에 짜릿한 역전승…4연승으로 6위 도약'}",0
2019.06.30,"{'효과 없는 영건 긴급 수혈, 4연패 빠진 타이거즈', ""[사진]KIA 선발 윌랜드,'5승 사냥 나선다'"", ""[SC현장분석]'5강 싸움 라이벌' KT와 KIA 명암 엇갈렸다, 왜?"", ""[SC핫포커스]'KIA 불펜의 핵' 하준영 2연속 2실점, 좀 더 영리함이 필요한 시..."", ""'QS' KIA 윌랜드, KT전 6이닝 3실점 노 디시전"", ""KIA, KT에 스윕패 당하며 '4연패 수렁'"", ""KIA, 올해도 험란한 원정… '집 밖에서 흔들리는 불펜'"", '[SC현장속보]KT 김민수 KIA전 5⅓이닝 3실점, 시즌 3승 불펜이 날렸다', ""[엑:스코어] '황재균 끝내기' KT, KIA 3연전 스윕-5연승 질주"", ""[SC핫포커스]7월 진짜 승부처에 돌입하는 KIA, '가을야구' 포기못하는 '안방 ..."", '희망고문 KIA 외인 선발, 4승에서 멈춘 윌랜드', 'KIA, 선발 ERA 최하위 탈출? 터너 이어서 윌랜드도 희망투[오!쎈 현장분석]', '‘영 파워’ 장착한 KIA, 오선우 소득에도 4연패', '[SC핫포커스]KIA 양현종 ""근육이 잠시 뭉쳤다"", \'에이스\' 보호에 나선 박흥식...', '던질 수 있다는 양현종, 조심스러운 KIA', 'KIA 양현종, 1일 병원 검진…""본인 등판 의지 강해""', ""'U-20 월드컵 준우승' 엄원상, KIA 타이거즈 승리기원 시구"", 'KIA 오선우, 장타력 가뭄 시달린 KIA의 한줄기 단비', 'KIA 젊은 라인업 가동, 오선우 RF-오정환 2B', ""'황재균이 끝냈다' kt, KIA 3연전 싹쓸이…신바람 5연승"", 'KIA, 선발 라인업 대폭 변경…KT, 박경수 휴식[현장 S0S]', '비효율 KIA 타선, KT에 스윕패 당한 굴욕 타이거즈', ""[SC현장속보]'육성선수' 출신 KIA 오선우, 3루타로 프로 데뷔 첫 안타 신고""}",0
2019.07.01,"{""[2019 프로야구 올스타전 투표] 순위 보고 돌아선 '인기 톱3' KIA-한화-롯데 ..."", '‘극심한 투타 엇박자’ KIA, 돌파구 찾을까', 'KIA 양현종 경기 출장 지장 없다', ""'직구로 첫 승' KIA 김기훈, 변화구 과제 풀었을까"", '‘롯데, 3차 팬투표도 전원 꼴찌’ 한화·KIA도 1위 후보 0명', '빨간불 켜진 KIA, 신범수-류승현-유재신 3명 말소', 'KIA, 2020년 신인 1차 광주일고 정해영 지명', '정회열 아들 정해영 KIA·신경현 아들 신지후는 한화가 1차 지명', '한화 신지후-KIA 정해영, 아버지 이어 같은 팀 1차지명', ""[SC핫포커스]KIA 미래형 타선 득실, '야구미남' 오선우 탄생X이창진 3루수 실..."", '‘3000구의 사나이’양현종, 4년 연속…KIA 관리 필요', 'KIA, 순위 도약 찬스… 하락세 두 팀과 홈 6연전', 'KIA, 2020 KBO 신인 1차 지명 투수 정해영', '[내야외야] KIA, 2일 광주 0C전서 ‘U-20 월드컵 준우승’ 엄원상 시구자로 초...', 'KIA타이거즈 신인 1차 투수 광주일고 정해영 지명', 'KIA 타이거즈, 2일 0C전서 U-20 월드컵 축구 대표팀 엄원상 시구 초청'}",1
2019.07.02,"{'[SC현장속보]KIA 루키 김기훈 2G 연속 QS, 0C전 홈런 두 방 허용에도 6이닝 2...', ""'점진적 리빌딩' 도전 시작한 KIA 인내와 싸움 시작"", 'KIA타이거즈, 2020년 신인 1차 정해영 지명', ""[SC히어로]전문가 시각대로 열아홉 소년은 '괴물'이 돼 간다, 연착륙한 KIA 김..."", '무너진 불펜... 0C, KIA 원정경기 3-5 역전패', ""[SC현장리뷰]'루키' 김기훈 연착륙X8회 역전 4득점, KIA 0C에 5대3 역전승"", '두 얼굴의 KIA 김기훈, 제구 없이 0C 못 잡는다', '[프로야구] 한화로 간 신경현 아들, KIA로 간 정회열 아들', '‘4연패 탈출’ KIA타이거즈, 0C에 5-3 승리', '[프로야구]기아타이거즈, 문선재·유민상·김민식 1군 등록', '승리 챙긴 KIA', 'KIA 김기훈 2연속 QS 연패 탈출 견인', ""[SC이슈추적]왜 KIA '핫코너' 3루수만 되면 '졸보' 될까? 결국 박찬호밖에 없..."", '기아타이거즈 류세미 치어리더, 모래사장을 빛내는 미모', '중견수→3루수→2루수 기용...KIA 이창진 텃밭은 어디? [오!쎈 현장]', '[SC현장속보]0C 루친스키 시즌 13번째 QS, KIA전 6이닝 1실점 호투', 'KIA 젊은 피 잇단 1군행…베테랑들 물러나나', ""[SC핫포커스]6월 1승도 못챙긴 터너-윌랜드, KIA '가을야구' 위해선 몸값할 시..."", 'KIA 4연패 탈출에 더 빛난 루키 김기훈', '[베이스볼 브레이크] ‘역대 최다 승률차 0.618’ 선취점에 달린 KIA의 두 얼...'}",1
2019.07.03,"{'0C, 8 대 4로 KIA 꺾고 전날 패배 설욕', ""[SC핫포커스]'직구'로 일어선 KIA 김기훈 연착륙, 강한 자신감 만큼 변화구 제..."", '[엠스플 현장] ‘볼넷+폭투+도루허용’ KIA 터너, 0C 만나 또 최악투', '공 뿌리는 KIA 고영창', 'KIA 임기영의 역투', ""'젊은 괴물' 김기훈 가세, KIA 토종 선발진 10년 걱정 없다?"", '한화의 성급함과 KIA의 신중함, 리빌딩 정답은 있을까?', 'KIA 포수 한승택, ""김기훈, 제구 잡히면 양현종이죠"" [오!쎈 현장]', 'KIA 임기준의 역투', 'KIA 김기훈 ""매 이닝 1회라 생각… 2연속 QS""', 'KIA 리빌딩의 두 얼굴...마운드는 쾌청, 타선은 흐림', '[M+현장] \'U-20 월드컵 스타\' 엄원상...""기아 승리기원 시구!""', ""KIA 박준표 '막아야 한다'"", ""'고개 숙인 터너'KIA, 0C에 3-8패"", ""[SC핫포커스]'연착륙 성공' KIA 루키 김기훈, 5선발 로테이션 지켜준다"", 'KIA 유민상의 2루타', '4 대 8 추격하는 KIA', ""'공 놓쳤어'…도루 허용하는 KIA"", ""'10세이브' 문경찬의 등장, KIA 마운드 최대의 미스터리"", '기아 홈구장 백스크린 광고가 사라졌다?', ""[SC핫포커스]'멀티맨' KIA 이창진의 2루수 실험 속 숨겨진 의미는?"", ""[SC현장속보]'볼볼볼' KIA 터너 부진 탈출 실패, 0C전 3⅔이닝 4실점 부진"", 'KIA 선발투수 터너', ""KIA 타이거즈 '4연패 탈출'…0C 상대로 5-3 역전승"", 'KIA, 0C 사이드암 박진우 상대 좌타자 7명 배치 [현장 S0S]', '터너와 작별이 필요한 KIA', '0C, KIA 원정경기 8-4 역전승'}",0
2019.07.04,"{'추가실점 위기 막아내는 KIA', '‘외국인투수=패배’ KIA의 선택은?', '[SC현장속보]0C 구창모 6월 부진 말끔히 씻었다, KIA전 6이닝 1실점 호투', ""[프로야구]기아타이거즈 이범호, 대타 희생플라이로 팀 첫 득점 '만루의 사나..."", '5회말 첫 득점하는 KIA', ""[SC핫포커스]'볼볼볼' KIA 터너 결단을 내려야 할 때가 왔다, 팀에 전혀 도움..."", ""'굿바이 타이거즈의 꽃' KIA, 이범호 은퇴식 13일 개최"", ""[사진]이동욱 감독,'KIA 상대로 위닝시리즈 달성했어요'"", ""KIA 차명진 '역투'"", '구창모 6이닝 1실점·타선 폭발…0C, KIA에 완승', ""[사진]KIA 치어리더,'아찔'"", ""[사진]KIA 더그아웃 분석표 지켜보는 박석민,'준비가 철저하네'"", ""[사진]박흥식 감독대행,'KIA 분위기 반전이 필요해'"", ""[SC현장속보]KIA 차명진 '체력관리' 받았지만 배팅볼만 던지다 강판, 0C전 3⅓..."", ""[SC핫포커스]오승환 직구 그립잡는 KIA 김기훈 볼 회전수 최고 2447rpm, '롱런..."", 'KIA타이거즈 양현종 선수, 밝은안과21병원 6월 MVP 수상', '춘천코리아오픈 태권도대회 개막 알리는 k타이거즈', '0C, KIA 상대로 9 대 3 승리'}",0
